ref.tax.name	IMG.genome.ID	status	domain	phylum	rRNA.gene.copy.number	genome.size.Mbp
ref2629999285	2627854045	Permanent Draft	Bacteria	Proteobacteria	1	3.909154
ref2629999507	2627854046	Permanent Draft	Bacteria	Proteobacteria	1	1.618345
ref2630019128	2627854050	Permanent Draft	Bacteria	Firmicutes	4	4.370113
ref2630035208	2627854055	Permanent Draft	Bacteria	Verrucomicrobia	1	2.210643
ref2630040278	2627854058	Finished	Bacteria	Proteobacteria	6	2.431533
ref2630045414	2627854059	Permanent Draft	Bacteria	Proteobacteria	1	6.011594
ref2630066022	2627854063	Permanent Draft	Bacteria	Proteobacteria	1	5.124692
ref2630085477	2627854067	Permanent Draft	Bacteria	Proteobacteria	1	2.610727
ref2630113490	2627854072	Permanent Draft	Bacteria	Actinobacteria	1	4.01742
ref2630117448	2627854073	Finished	Bacteria	Proteobacteria	10	5.000814
ref2630127386	2627854076	Finished	Bacteria	Proteobacteria	7	4.933575
ref2630144615	2627854079	Finished	Bacteria	Proteobacteria	4	6.286629
ref2630149064	2627854081	Finished	Bacteria	Proteobacteria	7	4.47109
ref2630153735	2627854082	Permanent Draft	Bacteria	Firmicutes	4	2.855212
ref2630171204	2627854086	Permanent Draft	Bacteria	Proteobacteria	1	4.200047
ref2630172652	2627854088	Finished	Bacteria	Proteobacteria	7	5.052868
ref2630243101	2627854104	Permanent Draft	Bacteria	Firmicutes	6	6.284591
ref2630259657	2627854107	Finished	Bacteria	Proteobacteria	2	5.228389
ref2630265131	2627854108	Permanent Draft	Bacteria	Bacteroidetes	3	3.971755
ref2630312214	2627854123	Finished	Bacteria	Actinobacteria	6	7.623774
ref2630327192	2627854125	Finished	Bacteria	Actinobacteria	1	4.898027
ref2630345973	2627854128	Permanent Draft	Bacteria	Actinobacteria	1	5.914311
ref2630357587	2627854132	Finished	Bacteria	Proteobacteria	3	1.762793
ref2630378538	2627854138	Permanent Draft	Bacteria	Spirochaetes	1	0.911453
ref2630379578	2627854139	Finished	Bacteria	Proteobacteria	3	3.697138
ref2630388789	2627854142	Finished	Bacteria	Proteobacteria	1	4.067838
ref2630413839	2627854147	Finished	Bacteria	Proteobacteria	3	1.557536
ref2630430916	2627854151	Permanent Draft	Bacteria	Proteobacteria	1	1.454354
ref2630435454	2627854153	Permanent Draft	Bacteria	Bacteroidetes	1	2.287426
ref2630446069	2627854156	Finished	Bacteria	Tenericutes	1	1.084449
ref2630448610	2627854157	Finished	Bacteria	Actinobacteria	2	5.63736
ref2630460531	2627854160	Permanent Draft	Bacteria	Firmicutes	1	2.231216
ref2630464623	2627854161	Permanent Draft	Bacteria	Actinobacteria	6	2.02091
ref2630470917	2627854164	Finished	Bacteria	Proteobacteria	7	5.875351
ref2630478993	2627854165	Permanent Draft	Bacteria	Proteobacteria	1	3.804553
ref2630484714	2627854166	Permanent Draft	Bacteria	Proteobacteria	1	6.12453
ref2630489206	2627854169	Permanent Draft	Bacteria	Actinobacteria	1	3.879742
ref2630504448	2627854173	Finished	Bacteria	Firmicutes	9	5.749967
ref2630516220	2627854176	Finished	Bacteria	Proteobacteria	3	5.191712
ref2630523269	2627854177	Permanent Draft	Bacteria	Firmicutes	2	2.758325
ref2630523526	2627854178	Finished	Bacteria	Proteobacteria	3	1.190853
ref2630563997	2627854187	Permanent Draft	Bacteria	Firmicutes	4	2.769341
ref2630582072	2627854191	Permanent Draft	Bacteria	Firmicutes	2	6.225185
ref2630594063	2627854194	Permanent Draft	Bacteria	Proteobacteria	1	3.070855
ref2630601561	2627854196	Permanent Draft	Bacteria	Firmicutes	4	2.324088
ref2630610741	2627854199	Permanent Draft	Bacteria	Proteobacteria	7	4.922167
ref2630629451	2627854204	Permanent Draft	Bacteria	Proteobacteria	1	2.274
ref2630629464	2627854205	Permanent Draft	Bacteria	Bacteroidetes	4	3.914068
ref2630650618	2627854209	Permanent Draft	Bacteria	Proteobacteria	1	3.093011
ref2630663272	2627854213	Permanent Draft	Bacteria	Actinobacteria	1	3.669952
ref2630665136	2627854214	Permanent Draft	Bacteria	Bacteroidetes	3	2.373528
ref2630683137	2627854219	Finished	Bacteria	Proteobacteria	7	4.472683
ref2630694632	2627854221	Permanent Draft	Bacteria	Proteobacteria	2	5.739859
ref2630698653	2627854222	Permanent Draft	Bacteria	Firmicutes	2	2.145544
ref2630701702	2627854223	Permanent Draft	Bacteria	Proteobacteria	2	3.275062
ref2630718529	2627854228	Permanent Draft	Bacteria	Proteobacteria	1	1.539815
ref2630737918	2627854233	Permanent Draft	Bacteria	Proteobacteria	3	4.762596
ref2630750767	2627854236	Permanent Draft	Bacteria	Proteobacteria	1	7.22885
ref2630752345	2627854237	Finished	Bacteria	Proteobacteria	7	6.233254
ref2630777234	2627854242	Permanent Draft	Bacteria	Proteobacteria	7	4.710205
ref2630782476	2627854244	Permanent Draft	Bacteria	Proteobacteria	3	2.899785
ref2630789281	2627854246	Permanent Draft	Bacteria	Proteobacteria	1	6.308729
ref2630795386	2627854247	Finished	Bacteria	Proteobacteria	3	1.910592
ref2630802897	2627854250	Finished	Bacteria	Actinobacteria	4	2.484335
ref2630818981	2627854254	Permanent Draft	Bacteria	Bacteroidetes	1	1.98348
ref2630823775	2627854256	Permanent Draft	Bacteria	Proteobacteria	1	1.148958
ref2630831686	2627854259	Permanent Draft	Bacteria	Firmicutes	1	1.904253
ref2630839191	2627854262	Permanent Draft	Bacteria	Proteobacteria	9	5.551574
ref2630843765	2627854263	Permanent Draft	Bacteria	Proteobacteria	1	2.264279
ref2630847111	2627854264	Permanent Draft	Bacteria	Proteobacteria	1	3.41189
ref2630848015	2627854265	Finished	Bacteria	Proteobacteria	6	1.969659
ref2630853857	2627854267	Permanent Draft	Bacteria	Firmicutes	1	2.017708
ref2630880398	2627854273	Permanent Draft	Bacteria	Bacteroidetes	1	5.992231
ref2630882444	2627854274	Finished	Bacteria	Actinobacteria	5	2.370978
ref2630894763	2627854277	Permanent Draft	Bacteria	Proteobacteria	2	4.529728
ref2630897373	2627854278	Permanent Draft	Bacteria	Actinobacteria	1	2.568862
ref2630906329	2627854280	Permanent Draft	Bacteria	Firmicutes	1	2.951462
ref2630923912	2627854284	Draft	Bacteria	Actinobacteria	3	2.886687
ref2630928083	2627854285	Draft	Bacteria	Actinobacteria	3	4.27366
ref2630936075	2627854286	Draft	Bacteria	Actinobacteria	5	8.057701
ref2630936847	2627854287	Draft	Bacteria	Actinobacteria	6	3.459735
ref2630939669	2627854288	Draft	Bacteria	Actinobacteria	5	8.266186
ref2630948079	2627854289	Draft	Bacteria	Actinobacteria	4	6.674134
ref2630953864	2627854290	Draft	Bacteria	Actinobacteria	4	9.312963
ref2630966304	2627854291	Draft	Bacteria	Actinobacteria	6	5.994807
ref2631016004	2630968219	Draft	Bacteria	Actinobacteria	1	3.500352
ref2631065288	2630968237	Draft	Bacteria	Firmicutes	5	3.001027
ref2631110087	2630968261	Draft	Bacteria	Actinobacteria	5	7.83205
ref2631127940	2630968263	Draft	Bacteria	Bacteroidetes	3	5.982454
ref2631128533	2630968264	Draft	Bacteria	Actinobacteria	4	4.041252
ref2631158081	2630968269	Draft	Bacteria	Cyanobacteria	3	9.166837
ref2631173253	2630968271	Draft	Bacteria	Cyanobacteria	4	8.976765
ref2631200505	2630968282	Draft	Bacteria	Proteobacteria	6	4.344587
ref2631216115	2630968289	Draft	Bacteria	Actinobacteria	4	6.85629
ref2631226294	2630968293	Draft	Bacteria	Bacteroidetes	3	3.688345
ref2631227727	2630968294	Draft	Bacteria	Actinobacteria	3	2.430193
ref2631232461	2630968296	Draft	Bacteria	Proteobacteria	1	0.291832
ref2631232717	2630968297	Draft	Bacteria	Proteobacteria	1	0.639571
ref2631247280	2630968302	Draft	Bacteria	Actinobacteria	2	7.681885
ref2631252585	2630968303	Finished	Bacteria	Firmicutes	14	5.590358
ref2631287458	2630968311	Permanent Draft	Bacteria	Proteobacteria	2	4.817578
ref2631297179	2630968313	Permanent Draft	Bacteria	Firmicutes	2	3.812514
ref2631300925	2630968314	Permanent Draft	Bacteria	Proteobacteria	1	3.994522
ref2631331118	2630968323	Permanent Draft	Bacteria	Proteobacteria	4	3.795776
ref2631343992	2630968326	Permanent Draft	Bacteria	Firmicutes	1	4.158708
ref2631346775	2630968327	Permanent Draft	Bacteria	Actinobacteria	5	5.343335
ref2631368019	2630968331	Permanent Draft	Bacteria	Firmicutes	8	2.258946
ref2631370361	2630968332	Finished	Bacteria	Firmicutes	7	2.320461
ref2631378935	2630968334	Permanent Draft	Bacteria	Bacteroidetes	1	4.637174
ref2631391157	2630968336	Finished	Bacteria	Proteobacteria	7	4.58486
ref2631393498	2630968337	Permanent Draft	Bacteria	Proteobacteria	1	4.312119
ref2631420273	2630968344	Permanent Draft	Bacteria	Proteobacteria	3	5.235059
ref2631451850	2630968351	Permanent Draft	Bacteria	Proteobacteria	2	6.207684
ref2631489789	2630968359	Permanent Draft	Bacteria	Firmicutes	13	6.372048
ref2631511455	2630968364	Permanent Draft	Bacteria	Actinobacteria	2	3.785402
ref2631513535	2630968365	Permanent Draft	Bacteria	Proteobacteria	6	5.992488
ref2631518615	2630968366	Finished	Bacteria	Proteobacteria	3	4.061902
ref2631524398	2630968368	Permanent Draft	Bacteria	Proteobacteria	1	6.701812
ref2631531480	2630968369	Finished	Bacteria	Spirochaetes	2	2.800562
ref2631534881	2630968371	Permanent Draft	Bacteria	Proteobacteria	1	1.375546
ref2631555261	2630968376	Permanent Draft	Bacteria	Proteobacteria	4	6.31814
ref2631566048	2630968378	Permanent Draft	Bacteria	Proteobacteria	4	4.131609
ref2631586686	2630968384	Permanent Draft	Bacteria	Firmicutes	1	4.256776
ref2631595809	2630968386	Permanent Draft	Bacteria	Firmicutes	6	4.020958
ref2631602343	2630968387	Permanent Draft	Bacteria	Proteobacteria	1	5.191214
ref2631608889	2630968389	Permanent Draft	Bacteria	Firmicutes	5	3.51357
ref2631615996	2630968391	Finished	Bacteria	Proteobacteria	6	2.079121
ref2631619176	2630968392	Finished	Bacteria	Spirochaetes	2	2.708067
ref2631623104	2630968393	Permanent Draft	Bacteria	Firmicutes	1	2.899876
ref2631629312	2630968395	Finished	Bacteria	Proteobacteria	7	4.83943
ref2631660992	2630968402	Finished	Bacteria	Proteobacteria	2	2.623236
ref2631689235	2630968408	Permanent Draft	Bacteria	Actinobacteria	1	3.68442
ref2631701660	2630968412	Finished	Bacteria	Tenericutes	2	0.895051
ref2631711731	2630968415	Permanent Draft	Bacteria	Chlamydiae	1	2.397675
ref2631717653	2630968417	Permanent Draft	Bacteria	Firmicutes	1	3.115731
ref2631740306	2630968423	Finished	Bacteria	Firmicutes	10	7.718525
ref2631766625	2630968428	Permanent Draft	Bacteria	Proteobacteria	1	4.610819
ref2631794909	2630968436	Permanent Draft	Bacteria	Tenericutes	1	1.365714
ref2631802589	2630968439	Permanent Draft	Bacteria	Proteobacteria	3	6.315289
ref2631825220	2630968443	Finished	Bacteria	Proteobacteria	11	6.037824
ref2631826416	2630968444	Finished	Bacteria	Proteobacteria	3	1.465081
ref2631835594	2630968446	Permanent Draft	Bacteria	Actinobacteria	1	3.561699
ref2631868127	2630968455	Finished	Bacteria	Actinobacteria	4	2.729219
ref2631871955	2630968456	Permanent Draft	Bacteria	Bacteroidetes	2	6.358642
ref2631880783	2630968458	Permanent Draft	Bacteria	Proteobacteria	5	4.578459
ref2631919635	2630968467	Permanent Draft	Bacteria	Proteobacteria	1	5.125657
ref2631931653	2630968469	Permanent Draft	Bacteria	Bacteroidetes	8	3.319373
ref2631933074	2630968470	Permanent Draft	Bacteria	Bacteroidetes	5	2.364672
ref2631935250	2630968471	Finished	Bacteria	Proteobacteria	3	1.924061
ref2631941483	2630968473	Finished	Bacteria	Firmicutes	10	7.166464
ref2631973614	2630968480	Permanent Draft	Bacteria	Proteobacteria	4	3.247305
ref2631981547	2630968483	Finished	Bacteria	Proteobacteria	3	1.892177
ref2632006638	2630968489	Permanent Draft	Bacteria	Bacteroidetes	1	3.925153
ref2632011798	2630968491	Permanent Draft	Bacteria	Actinobacteria	1	5.945009
ref2632035738	2630968498	Finished	Bacteria	Proteobacteria	1	0.133698
ref2632052762	2630968502	Permanent Draft	Bacteria	Firmicutes	11	2.808469
ref2632112437	2630968515	Permanent Draft	Bacteria	Proteobacteria	4	5.122354
ref2632114258	2630968516	Finished	Bacteria	Tenericutes	1	0.618983
ref2632124092	2630968518	Finished	Bacteria	Proteobacteria	4	7.120198
ref2632140603	2630968521	Permanent Draft	Bacteria	Actinobacteria	1	5.201718
ref2632147741	2630968523	Permanent Draft	Bacteria	Firmicutes	6	1.992338
ref2632150220	2630968524	Permanent Draft	Bacteria	Proteobacteria	1	4.721438
ref2632156599	2630968525	Permanent Draft	Bacteria	Actinobacteria	1	3.920719
ref2632201439	2630968535	Permanent Draft	Bacteria	Firmicutes	3	3.501421
ref2632215904	2630968539	Permanent Draft	Bacteria	Firmicutes	2	3.013334
ref2632217386	2630968540	Finished	Bacteria	Verrucomicrobia	2	4.001
ref2632233305	2630968544	Permanent Draft	Bacteria	Actinobacteria	1	2.440202
ref2632243936	2630968547	Permanent Draft	Bacteria	Proteobacteria	5	4.723534
ref2632264248	2630968554	Permanent Draft	Bacteria	Proteobacteria	3	1.192232
ref2632275337	2630968557	Finished	Bacteria	Bacteroidetes	5	3.938967
ref2632281545	2630968559	Finished	Bacteria	Proteobacteria	3	1.776391
ref2632312439	2630968567	Finished	Bacteria	Proteobacteria	9	4.837317
ref2632322160	2630968569	Permanent Draft	Bacteria	Proteobacteria	1	2.834102
ref2632332587	2630968572	Finished	Bacteria	Actinobacteria	6	7.656104
ref2632348706	2630968575	Permanent Draft	Bacteria	Bacteroidetes	6	2.308674
ref2632351189	2630968576	Finished	Bacteria	Proteobacteria	7	4.203651
ref2632359254	2630968578	Finished	Bacteria	Proteobacteria	4	6.475959
ref2632362694	2630968579	Permanent Draft	Bacteria	Firmicutes	6	2.2577
ref2632371620	2630968582	Finished	Bacteria	Proteobacteria	1	0.14057
ref2632387170	2630968585	Permanent Draft	Bacteria	Bacteroidetes	1	4.138744
ref2632397826	2630968587	Finished	Bacteria	Proteobacteria	7	4.794427
ref2632409953	2630968590	Permanent Draft	Bacteria	Proteobacteria	3	5.937975
ref2632420157	2630968591	Permanent Draft	Bacteria	Proteobacteria	1	7.526061
ref2632435382	2630968594	Finished	Bacteria	Firmicutes	10	8.156808
ref2632444211	2630968595	Permanent Draft	Bacteria	Firmicutes	2	5.566081
ref2632464592	2630968600	Permanent Draft	Bacteria	Firmicutes	3	3.392047
ref2632475599	2630968602	Permanent Draft	Bacteria	Proteobacteria	1	4.151564
ref2632475708	2630968603	Permanent Draft	Bacteria	Bacteroidetes	3	3.012752
ref2632484138	2630968605	Permanent Draft	Bacteria	Bacteroidetes	1	3.804945
ref2632492787	2630968607	Permanent Draft	Bacteria	Firmicutes	9	4.344717
ref2632509835	2630968611	Permanent Draft	Bacteria	Proteobacteria	1	1.601999
ref2632517425	2630968613	Finished	Bacteria	Proteobacteria	1	2.969361
ref2632522957	2630968614	Permanent Draft	Bacteria	Firmicutes	11	3.684318
ref2632527050	2630968615	Permanent Draft	Bacteria	Proteobacteria	2	3.944863
ref2632534953	2630968618	Finished	Bacteria	Firmicutes	11	5.504993
ref2632547872	2630968620	Finished	Bacteria	Bacteroidetes	2	3.274259
ref2632556314	2630968622	Permanent Draft	Bacteria	Proteobacteria	2	4.710796
ref2632563547	2630968624	Finished	Bacteria	Proteobacteria	6	7.528578
ref2632571983	2630968625	Permanent Draft	Bacteria	Proteobacteria	3	7.520165
ref2632585116	2630968629	Finished	Bacteria	Proteobacteria	5	6.662896
ref2632595105	2630968630	Permanent Draft	Bacteria	Proteobacteria	1	4.674687
ref2632612061	2630968633	Permanent Draft	Bacteria	Firmicutes	8	7.486013
ref2632614743	2630968635	Permanent Draft	Bacteria	Firmicutes	4	3.85095
ref2632621088	2630968636	Permanent Draft	Bacteria	Firmicutes	2	3.534579
ref2632639129	2630968640	Finished	Bacteria	Verrucomicrobia	1	2.476671
ref2632665613	2630968646	Permanent Draft	Bacteria	Actinobacteria	1	3.987063
ref2632690408	2630968653	Permanent Draft	Bacteria	Proteobacteria	1	6.569267
ref2632703082	2630968657	Permanent Draft	Bacteria	Firmicutes	1	1.680002
ref2632711504	2630968660	Permanent Draft	Bacteria	Bacteroidetes	5	5.58328
ref2632742147	2630968666	Permanent Draft	Bacteria	Actinobacteria	1	7.656461
ref2632748929	2630968667	Permanent Draft	Bacteria	Bacteroidetes	1	3.260523
ref2632757558	2630968670	Finished	Bacteria	Firmicutes	4	2.106631
ref2632764607	2630968672	Finished	Bacteria	Proteobacteria	10	5.368767
ref2632770455	2630968673	Finished	Bacteria	Proteobacteria	2	2.495242
ref2632777715	2630968674	Permanent Draft	Bacteria	Actinobacteria	2	7.37952
ref2632792245	2630968677	Permanent Draft	Bacteria	Proteobacteria	1	4.783637
ref2632796762	2630968678	Permanent Draft	Bacteria	Actinobacteria	3	4.744957
ref2632828545	2630968685	Permanent Draft	Bacteria	Actinobacteria	1	5.353876
ref2632832918	2630968687	Permanent Draft	Bacteria	Bacteroidetes	3	4.017534
ref2632844518	2630968689	Permanent Draft	Bacteria	Proteobacteria	1	4.836941
ref2632853429	2630968691	Permanent Draft	Bacteria	Firmicutes	9	3.420927
ref2632860251	2630968693	Permanent Draft	Bacteria	Firmicutes	5	4.985863
ref2632863761	2630968694	Permanent Draft	Bacteria	Firmicutes	10	3.805822
ref2632893415	2630968701	Permanent Draft	Bacteria	Firmicutes	1	3.542561
ref2632902143	2630968703	Permanent Draft	Bacteria	Proteobacteria	1	4.54827
ref2632936044	2630968711	Permanent Draft	Bacteria	Proteobacteria	6	4.474554
ref2632946566	2630968713	Permanent Draft	Bacteria	Firmicutes	3	2.766469
ref2632951415	2630968715	Finished	Bacteria	Firmicutes	8	3.708888
ref2632983173	2630968722	Permanent Draft	Bacteria	Proteobacteria	5	5.269174
ref2632992312	2630968725	Permanent Draft	Bacteria	Proteobacteria	1	6.001296
ref2633015827	2630968730	Permanent Draft	Bacteria	Proteobacteria	4	4.927396
ref2633054272	2630968740	Permanent Draft	Bacteria	Firmicutes	1	3.776953
ref2633061135	2630968741	Permanent Draft	Bacteria	Firmicutes	2	3.037709
ref2633069413	2630968743	Permanent Draft	Bacteria	Proteobacteria	1	6.232497
ref2633073108	2630968744	Permanent Draft	Bacteria	Firmicutes	5	4.744842
ref2633079180	2630968746	Finished	Bacteria	Tenericutes	2	0.715165
ref2633081701	2630968747	Permanent Draft	Bacteria	Proteobacteria	2	3.375071
ref2633082706	2630968748	Finished	Bacteria	Firmicutes	3	2.590556
ref2633092409	2630968750	Permanent Draft	Bacteria	Proteobacteria	4	2.927068
ref2633096478	2630968751	Permanent Draft	Bacteria	Firmicutes	2	2.632443
ref2633096695	2630968752	Permanent Draft	Bacteria	Firmicutes	6	3.364745
ref2633115327	2630968756	Permanent Draft	Bacteria	Proteobacteria	2	4.169499
ref2633126327	2630968758	Permanent Draft	Bacteria	Proteobacteria	3	7.262013
ref2633137490	2630968760	Permanent Draft	Bacteria	Proteobacteria	10	7.637524
ref2633140595	2630968761	Permanent Draft	Bacteria	Proteobacteria	1	2.303093
ref2633145864	2630968762	Finished	Bacteria	Proteobacteria	6	7.961346
ref2633157728	2630968765	Finished	Bacteria	Bacteroidetes	1	2.713132
ref2633175858	2630968769	Permanent Draft	Bacteria	Proteobacteria	1	3.161214
ref2633182640	2630968771	Permanent Draft	Bacteria	Actinobacteria	1	6.539988
ref2633191977	2630968772	Permanent Draft	Bacteria	Actinobacteria	2	7.626891
ref2633204842	2630968775	Permanent Draft	Bacteria	Actinobacteria	3	1.970166
ref2633213440	2630968777	Permanent Draft	Bacteria	Bacteroidetes	3	3.12012
ref2633215757	2630968778	Permanent Draft	Bacteria	Actinobacteria	3	2.263462
ref2633229129	2630968781	Permanent Draft	Bacteria	Firmicutes	3	4.18511
ref2633237436	2630968783	Permanent Draft	Bacteria	Proteobacteria	1	5.880273
ref2633250388	2630968786	Permanent Draft	Bacteria	Bacteroidetes	1	4.020819
ref2633259389	2630968789	Permanent Draft	Bacteria	Proteobacteria	1	4.210757
ref2633265174	2630968791	Permanent Draft	Bacteria	Bacteroidetes	1	2.442276
ref2633274937	2630968794	Permanent Draft	Bacteria	Deinococcus-Thermus	2	2.404183
ref2633296704	2630968801	Permanent Draft	Bacteria	Firmicutes	2	3.873267
ref2633310196	2630968804	Permanent Draft	Bacteria	Proteobacteria	1	0.822563
ref2633314717	2630968806	Finished	Bacteria	Proteobacteria	8	5.341039
ref2633326757	2630968809	Permanent Draft	Bacteria	Bacteroidetes	1	4.4126
ref2633343347	2630968812	Finished	Bacteria	Proteobacteria	1	1.586473
ref2633344889	2630968813	Finished	Bacteria	Bacteroidetes	1	0.270029
ref2633347687	2630968814	Permanent Draft	Bacteria	Proteobacteria	3	3.486135
ref2633354562	2630968815	Permanent Draft	Bacteria	Proteobacteria	4	6.58756
ref2633365360	2630968818	Permanent Draft	Bacteria	Proteobacteria	1	5.027021
ref2633384962	2630968823	Permanent Draft	Bacteria	Actinobacteria	4	4.037349
ref2633411844	2630968828	Permanent Draft	Bacteria	Firmicutes	1	3.064553
ref2633412871	2630968830	Finished	Bacteria	Firmicutes	4	2.287774
ref2633422692	2630968833	Permanent Draft	Bacteria	Proteobacteria	3	4.190841
ref2633439563	2630968837	Permanent Draft	Bacteria	Proteobacteria	5	6.3489
ref2633448721	2630968839	Finished	Bacteria	Proteobacteria	3	6.13106
ref2633454453	2630968841	Finished	Bacteria	Firmicutes	6	2.993492
ref2633462050	2630968843	Finished	Bacteria	Proteobacteria	1	3.424964
ref2633471347	2630968845	Permanent Draft	Bacteria	Bacteroidetes	8	2.789611
ref2633471907	2630968846	Finished	Bacteria	Proteobacteria	3	2.0174
ref2633483013	2630968849	Finished	Bacteria	Spirochaetes	2	1.137653
ref2633485513	2630968850	Permanent Draft	Bacteria	Actinobacteria	1	5.09719
ref2633495702	2630968852	Permanent Draft	Bacteria	Actinobacteria	1	4.423732
ref2633497225	2630968853	Finished	Bacteria	Proteobacteria	7	4.965436
ref2633501545	2630968854	Finished	Bacteria	Proteobacteria	3	1.517949
ref2633513877	2630968856	Permanent Draft	Bacteria	Proteobacteria	3	7.333675
ref2633514155	2630968857	Permanent Draft	Bacteria	Proteobacteria	1	4.515605
ref2633518304	2630968858	Finished	Bacteria	Firmicutes	9	7.692748
ref2633525608	2630968859	Finished	Bacteria	Proteobacteria	7	4.774559
ref2633543485	2630968862	Permanent Draft	Bacteria	Proteobacteria	1	2.262828
ref2633568366	2630968868	Finished	Bacteria	Firmicutes	10	4.195102
ref2633575671	2630968870	Permanent Draft	Bacteria	Proteobacteria	1	1.658719
ref2633590163	2630968875	Permanent Draft	Bacteria	Actinobacteria	3	2.548014
ref2633593858	2630968876	Finished	Bacteria	Proteobacteria	7	4.410683
ref2633611132	2630968880	Permanent Draft	Bacteria	Proteobacteria	1	4.39729
ref2633615322	2630968881	Permanent Draft	Bacteria	Bacteroidetes	1	3.633537
ref2633619423	2630968882	Permanent Draft	Bacteria	Proteobacteria	4	7.300018
ref2633625060	2630968884	Permanent Draft	Bacteria	Proteobacteria	3	4.501528
ref2633638825	2630968886	Permanent Draft	Bacteria	Proteobacteria	5	7.420857
ref2633638943	2630968887	Finished	Bacteria	Firmicutes	10	6.812473
ref2633651588	2630968889	Finished	Bacteria	Proteobacteria	7	4.967343
ref2633660376	2630968890	Permanent Draft	Bacteria	Firmicutes	2	4.222198
ref2633672891	2630968894	Finished	Bacteria	Firmicutes	14	6.742233
ref2633679831	2630968896	Permanent Draft	Bacteria	Proteobacteria	2	1.390141
ref2633681929	2630968897	Permanent Draft	Bacteria	Bacteroidetes	1	2.883777
ref2633725563	2630968908	Finished	Bacteria	Firmicutes	5	1.955817
ref2633728872	2630968909	Permanent Draft	Bacteria	Actinobacteria	2	3.066141
ref2633749107	2630968914	Permanent Draft	Bacteria	Firmicutes	2	4.717984
ref2633758060	2630968917	Permanent Draft	Bacteria	Bacteroidetes	1	3.945764
ref2633773232	2630968921	Finished	Bacteria	Actinobacteria	5	5.961401
ref2633826834	2630968932	Permanent Draft	Bacteria	Firmicutes	2	3.173174
ref2633857591	2630968938	Permanent Draft	Bacteria	Firmicutes	1	2.521411
ref2633859913	2630968939	Finished	Bacteria	Proteobacteria	3	3.6187
ref2633864202	2630968940	Permanent Draft	Bacteria	Proteobacteria	1	3.27866
ref2633872173	2630968943	Permanent Draft	Bacteria	Chlamydiae	2	1.23796
ref2633884554	2630968946	Finished	Bacteria	Proteobacteria	2	5.072301
ref2633885676	2630968947	Finished	Bacteria	Proteobacteria	4	2.692351
ref2633890163	2630968948	Permanent Draft	Bacteria	Actinobacteria	1	3.316799
ref2633891757	2630968949	Permanent Draft	Bacteria	Proteobacteria	1	1.727736
ref2633896706	2630968951	Permanent Draft	Bacteria	Tenericutes	1	0.634182
ref2633900978	2630968952	Permanent Draft	Bacteria	Bacteroidetes	1	4.155963
ref2633902759	2630968953	Permanent Draft	Bacteria	Actinobacteria	1	2.087605
ref2633930775	2630968959	Permanent Draft	Bacteria	Firmicutes	13	4.225326
ref2633931456	2630968960	Finished	Bacteria	Proteobacteria	7	4.077462
ref2633948198	2630968963	Permanent Draft	Bacteria	Firmicutes	11	3.986874
ref2633957252	2630968965	Permanent Draft	Bacteria	Proteobacteria	1	5.074352
ref2633977911	2630968970	Permanent Draft	Bacteria	Firmicutes	6	5.421362
ref2633998743	2630968975	Permanent Draft	Bacteria	Proteobacteria	1	4.010503
ref2634021346	2630968981	Permanent Draft	Bacteria	Proteobacteria	2	5.020969
ref2634044727	2630968987	Finished	Bacteria	Firmicutes	6	2.503265
ref2634050990	2630968988	Permanent Draft	Bacteria	Proteobacteria	4	5.248787
ref2634072991	2630968993	Finished	Bacteria	Proteobacteria	7	4.728318
ref2634081712	2630968996	Draft	Bacteria	Actinobacteria	2	3.35622
ref2634090628	2630968999	Draft	Bacteria	Proteobacteria	1	0.372197
ref2634092438	2630969002	Draft	Bacteria	Planctomycetes	1	0.267268
ref2634094863	2630969004	Draft	Bacteria	Proteobacteria	1	2.069695
ref2634117327	2630969009	Draft	Bacteria	Cyanobacteria	3	9.100577
ref2634123841	2630969010	Draft	Bacteria	Actinobacteria	2	4.717514
ref2634135718	2630969012	Draft	Bacteria	Actinobacteria	4	5.262484
ref2634141812	2630969018	Draft	Bacteria	unclassified	1	0.357246
ref2634152627	2630969028	Draft	Bacteria	Proteobacteria	1	0.392153
ref2634159291	2630969032	Draft	Bacteria	Cyanobacteria	4	7.981546
ref2634618673	2634166153	Draft	Bacteria	Actinobacteria	3	2.026407
ref2634621289	2634166154	Draft	Bacteria	Actinobacteria	1	2.77321
ref2634628913	2634166162	Draft	Bacteria	Proteobacteria	1	0.263799
ref2634632574	2634166170	Draft	Bacteria	Actinobacteria	4	2.568936
ref2634641418	2634166172	Draft	Bacteria	Proteobacteria	4	4.184554
ref2634644130	2634166173	Draft	Bacteria	Bacteroidetes	2	3.098671
ref2634656101	2634166178	Draft	Bacteria	Proteobacteria	1	1.427771
ref2634661578	2634166181	Draft	Bacteria	Proteobacteria	1	0.281289
ref2634662205	2634166182	Draft	Bacteria	Actinobacteria	3	4.440957
ref2634738092	2634166198	Draft	Bacteria	Actinobacteria	4	8.565519
ref2634747954	2634166199	Draft	Bacteria	Actinobacteria	5	9.020646
ref2634754904	2634166201	Draft	Bacteria	unclassified	1	0.53968
ref2634757908	2634166205	Draft	Bacteria	unclassified	1	0.789915
ref2634758926	2634166206	Draft	Bacteria	Actinobacteria	6	5.988017
ref2634851259	2634166228	Draft	Bacteria	Verrucomicrobia	1	5.60652
